Movie,Year,Genre,,,,,,,,,,,,,,,,
Paper Moon,1964,Comedy,,,,,,,,,,,,,,,,
"Paris, je t'aime",2003,Comedy,,,,,,,,,,,,,,,,
"Paris, Texas",1983,Drama            ,,,,,,,,,,,,,,,,
Paths of Glory,2009,Drama,,,,,,,,,,,,,,,,
Patriots Day,1992,Action,,,,,,,,,,,,,,,,
Performance,1986,Crime,,,,,,,,,,,,,,,,
Persepolis,2006,Animation,,,,,,,,,,,,,,,,
Philadelphia,2014,Drama            ,,,,,,,,,,,,,,,,
Pink Flamingos,2000,Comedy,,,,,,,,,,,,,,,,
Pinocchio,1995,Animation,,,,,,,,,,,,,,,,
Piranha 3D,2000,Comedy,,,,,,,,,,,,,,,,
Pirates of the Caribbean: Dead Man's Chest,1999,Action,,,,,,,,,,,,,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,2008,Action,,,,,,,,,,,,,,,,
Pitch Black,1986,Action,,,,,,,,,,,,,,,,
Planet of the Apes,1980,Adventure,,,,,,,,,,,,,,,,
Planet Terror,2019,Action,,,,,,,,,,,,,,,,
Platoon,1976,Drama,,,,,,,,,,,,,,,,
"Play It Again, Sam",2012,Comedy,,,,,,,,,,,,,,,,
Point Blank,1992,Crime,,,,,,,,,,,,,,,,
Point Break,2008,Action,,,,,,,,,,,,,,,,
Poltergeist,2010,Horror,,,,,,,,,,,,,,,,
Predator,1997,Action,,,,,,,,,,,,,,,,
Primal Fear,1985,Crime,,,,,,,,,,,,,,,,
Princess Mononoke,1990,Animation,,,,,,,,,,,,,,,,
Prisoners,1967,Crime,,,,,,,,,,,,,,,,
Private Parts,1989,Biography,,,,,,,,,,,,,,,,
Project Nim,2016,Documentary            ,,,,,,,,,,,,,,,,
Prometheus,2005,Adventure,,,,,,,,,,,,,,,,
Psycho,1995,Horror,,,,,,,,,,,,,,,,
Pulp Fiction,2011,Crime,,,,,,,,,,,,,,,,
Punch-Drunk Love,2011,Comedy,,,,,,,,,,,,,,,,
Quantum of Solace,2012,Action,,,,,,,,,,,,,,,,
Quiz Show,2005,Biography,,,,,,,,,,,,,,,,
Rachel Getting Married,2012,Drama,,,,,,,,,,,,,,,,
Raging Bull,2002,Biography,,,,,,,,,,,,,,,,
Rain Man,2002,Drama            ,,,,,,,,,,,,,,,,
Raising Arizona,1986,Comedy,,,,,,,,,,,,,,,,
Rango,2004,Animation,,,,,,,,,,,,,,,,
Ratatouille,2011,Animation,,,,,,,,,,,,,,,,
Re-Animator,2006,Comedy,,,,,,,,,,,,,,,,
Rear Window,1983,Mystery,,,,,,,,,,,,,,,,
Rebel Without a Cause,2001,Drama            ,,,,,,,,,,,,,,,,
REC,2017,Horror,,,,,,,,,,,,,,,,
Redbelt,1996,Drama,,,,,,,,,,,,,,,,
Requiem for a Dream,2012,Drama            ,,,,,,,,,,,,,,,,
Rescue Dawn,2005,Action,,,,,,,,,,,,,,,,
Reservoir Dogs,2007,Crime,,,,,,,,,,,,,,,,
Revenge of the Nerds,1988,Comedy            ,,,,,,,,,,,,,,,,
Ringu,1972,Horror,,,,,,,,,,,,,,,,
Rio Bravo,2002,Western            ,,,,,,,,,,,,,,,,
Rise of the Planet of the Apes,2000,Action,,,,,,,,,,,,,,,,
Risky Business,1998,Comedy,,,,,,,,,,,,,,,,
Road to Perdition,2009,Crime,,,,,,,,,,,,,,,,
RoboCop,1997,Action,,,,,,,,,,,,,,,,
Rocky,1994,Drama,,,,,,,,,,,,,,,,
Rocky II,1971,Drama,,,,,,,,,,,,,,,,
Roger & Me,2010,Documentary            ,,,,,,,,,,,,,,,,
Roger Dodger,2008,Comedy,,,,,,,,,,,,,,,,
Role Models,2013,Comedy            ,,,,,,,,,,,,,,,,
Ronin,2012,Action,,,,,,,,,,,,,,,,
Room,2017,Drama,,,,,,,,,,,,,,,,
Rope,1997,Crime,,,,,,,,,,,,,,,,
Rosemary's Baby,1941,Drama,,,,,,,,,,,,,,,,
Rounders,1982,Crime,,,,,,,,,,,,,,,,
Ruby Sparks,2004,Comedy,,,,,,,,,,,,,,,,
Runaway Jury,1974,Crime,,,,,,,,,,,,,,,,
Rush,2018,Action,,,,,,,,,,,,,,,,
Rushmore,1990,Comedy,,,,,,,,,,,,,,,,
Rust and Bone,1991,Drama,,,,,,,,,,,,,,,,
Salvador,2007,Drama,,,,,,,,,,,,,,,,
Santa Sangre,1969,Drama,,,,,,,,,,,,,,,,
Saturday Night Fever,1981,Drama,,,,,,,,,,,,,,,,
Save the Tiger,1991,Drama            ,,,,,,,,,,,,,,,,
Saving Private Ryan,2013,Drama,,,,,,,,,,,,,,,,
Saw,2009,Horror,,,,,,,,,,,,,,,,
Say Anything,1987,Comedy,,,,,,,,,,,,,,,,
Scarface,1968,Crime,,,,,,,,,,,,,,,,
Scent of a Woman,2011,Drama            ,,,,,,,,,,,,,,,,
Schindler's List,1989,Biography,,,,,,,,,,,,,,,,
Scott Pilgrim vs. the World,1973,Action,,,,,,,,,,,,,,,,
Scream,2017,Horror,,,,,,,,,,,,,,,,
Scum,2004,Crime,,,,,,,,,,,,,,,,
Se7en,2009,Crime,,,,,,,,,,,,,,,,
Secretary,1969,Comedy,,,,,,,,,,,,,,,,
Senna,2016,Documentary,,,,,,,,,,,,,,,,
Serenity,2019,Action,,,,,,,,,,,,,,,,
Seven Psychopaths,2007,Comedy,,,,,,,,,,,,,,,,
Seven Samurai,2001,Action,,,,,,,,,,,,,,,,
Sexy Beast,2010,Crime,,,,,,,,,,,,,,,,
Shallow Grave,1992,Crime,,,,,,,,,,,,,,,,
Shame,1956,Drama            ,,,,,,,,,,,,,,,,
Shaolin Soccer,2008,Action,,,,,,,,,,,,,,,,
Shaun of the Dead,2001,Comedy,,,,,,,,,,,,,,,,
Sherlock Holmes,2008,Action,,,,,,,,,,,,,,,,
Shoot 'Em Up,1996,Action,,,,,,,,,,,,,,,,
Short Cuts,2002,Comedy,,,,,,,,,,,,,,,,
Shut Up and Play the Hits,1998,Documentary,,,,,,,,,,,,,,,,
Shutter Island,2013,Mystery,,,,,,,,,,,,,,,,
Sicario,1979,Action,,,,,,,,,,,,,,,,
Sicko,2010,Documentary,,,,,,,,,,,,,,,,
Side Effects,2016,Crime,,,,,,,,,,,,,,,,
Sideways,2006,Comedy,,,,,,,,,,,,,,,,
Silver Linings Playbook,2002,Comedy,,,,,,,,,,,,,,,,
Sin City,1987,Crime,,,,,,,,,,,,,,,,
Sing Street,1982,Comedy,,,,,,,,,,,,,,,,
Singin' in the Rain,1999,Comedy,,,,,,,,,,,,,,,,
Skyfall,1974,Action,,,,,,,,,,,,,,,,
Slap Shot,1998,Comedy,,,,,,,,,,,,,,,,
Sleeper,2005,Comedy,,,,,,,,,,,,,,,,
Sleepers,2016,Crime,,,,,,,,,,,,,,,,
Sleepy Hollow,1983,Fantasy,,,,,,,,,,,,,,,,
Sling Blade,2017,Drama            ,,,,,,,,,,,,,,,,
Slumdog Millionaire,2009,Drama,,,,,,,,,,,,,,,,
Snatch,2014,Comedy,,,,,,,,,,,,,,,,
Snowpiercer,1992,Action,,,,,,,,,,,,,,,,
Song of the Sea,1990,Animation,,,,,,,,,,,,,,,,
Source Code,2007,Action,,,,,,,,,,,,,,,,
"South Park: Bigger, Longer & Uncut",1996,Animation,,,,,,,,,,,,,,,,
Southern Comfort,1978,Action,,,,,,,,,,,,,,,,
Spartacus,1979,Adventure,,,,,,,,,,,,,,,,
Speed,1985,Action,,,,,,,,,,,,,,,,
Spider-Man,1992,Action,,,,,,,,,,,,,,,,
Spider-Man 2,2008,Action,,,,,,,,,,,,,,,,
Spirited Away,1992,Animation,,,,,,,,,,,,,,,,
Splice,1971,Drama,,,,,,,,,,,,,,,,
Spotlight,2008,Biography,,,,,,,,,,,,,,,,
Spring,1993,Horror,,,,,,,,,,,,,,,,
Spring Breakers,2006,Crime,,,,,,,,,,,,,,,,
Stairway to Heaven,1997,Drama,,,,,,,,,,,,,,,,
Stake Land,1977,Drama,,,,,,,,,,,,,,,,
Stand by Me,2011,Adventure,,,,,,,,,,,,,,,,
Star Trek,2017,Action,,,,,,,,,,,,,,,,
Star Wars: Episode I - The Phantom Menace,1989,Action,,,,,,,,,,,,,,,,
Star Wars: Episode III - Revenge of the Sith,2002,Action,,,,,,,,,,,,,,,,
Star Wars: Episode IV - A New Hope,1995,Action,,,,,,,,,,,,,,,,
Star Wars: Episode V - The Empire Strikes Back,1992,Action,,,,,,,,,,,,,,,,
Star Wars: Episode VI - Return of the Jedi,1990,Action,,,,,,,,,,,,,,,,
Star Wars: Episode VII - The Force Awakens,1934,Action,,,,,,,,,,,,,,,,
Star Wars: Episode VIII - The Last Jedi,1982,Action,,,,,,,,,,,,,,,,
Starred Up,2015,Crime,,,,,,,,,,,,,,,,
Starship Troopers,2016,Action,,,,,,,,,,,,,,,,
State of Grace,1997,Action,,,,,,,,,,,,,,,,
State of Play,2007,Crime,,,,,,,,,,,,,,,,
Steve Jobs,2014,Biography,,,,,,,,,,,,,,,,
Strange Days,2011,Crime,,,,,,,,,,,,,,,,
Stranger Than Fiction,1993,Comedy,,,,,,,,,,,,,,,,
Sullivan's Travels,1992,Adventure,,,,,,,,,,,,,,,,
Sunset Blvd.,1996,Drama,,,,,,,,,,,,,,,,
Sunshine,2001,Sci-Fi,,,,,,,,,,,,,,,,
Superbad,2000,Comedy            ,,,,,,,,,,,,,,,,
Superman,1971,Action,,,,,,,,,,,,,,,,
Superman II,1967,Action,,,,,,,,,,,,,,,,
Suspiria,1995,Horror            ,,,,,,,,,,,,,,,,
Swimming with Sharks,2003,Comedy,,,,,,,,,,,,,,,,
Swingers,1999,Comedy,,,,,,,,,,,,,,,,
"Synecdoche, New York",1969,Drama            ,,,,,,,,,,,,,,,,
Taxi,2012,Action,,,,,,,,,,,,,,,,
Taxi Driver,1977,Crime,,,,,,,,,,,,,,,,
Taxi to the Dark Side,2000,Documentary,,,,,,,,,,,,,,,,
Team America: World Police,1975,Action,,,,,,,,,,,,,,,,
Ted,2014,Comedy            ,,,,,,,,,,,,,,,,
Tell No One,2006,Crime,,,,,,,,,,,,,,,,
Tenet,2000,Action,,,,,,,,,,,,,,,,
Terminator 2: Judgment Day,1981,Action,,,,,,,,,,,,,,,,
Terms of Endearment,2000,Comedy,,,,,,,,,,,,,,,,
Thank You for Smoking,2008,Comedy,,,,,,,,,,,,,,,,
The 400 Blows,1984,Crime,,,,,,,,,,,,,,,,
The 40-Year-Old Virgin,2008,Comedy,,,,,,,,,,,,,,,,
The Abyss,1994,Adventure,,,,,,,,,,,,,,,,
The Addiction,2014,Drama,,,,,,,,,,,,,,,,
The Adventures of Tintin,2014,Animation,,,,,,,,,,,,,,,,
The American Friend,1978,Crime,,,,,,,,,,,,,,,,
The Apartment,1998,Comedy,,,,,,,,,,,,,,,,
The Artist,2018,Comedy,,,,,,,,,,,,,,,,
The Avengers,1997,Action,,,,,,,,,,,,,,,,
The Aviator,2014,Biography,,,,,,,,,,,,,,,,
The Ballad of Buster Scruggs,1993,Comedy,,,,,,,,,,,,,,,,
The Big Lebowski,1969,Comedy,,,,,,,,,,,,,,,,
The Big Red One,2007,Drama,,,,,,,,,,,,,,,,
The Big Sleep,1993,Crime,,,,,,,,,,,,,,,,
The Blair Witch Project,2009,Horror,,,,,,,,,,,,,,,,
The Bourne Identity,2006,Action,,,,,,,,,,,,,,,,
The Bourne Supremacy,1949,Action,,,,,,,,,,,,,,,,
The Bourne Ultimatum,2011,Action,,,,,,,,,,,,,,,,
The Breakfast Club,2011,Comedy,,,,,,,,,,,,,,,,
The Butcher Boy,1978,Comedy,,,,,,,,,,,,,,,,
The Cabin in the Woods,2000,Horror,,,,,,,,,,,,,,,,
The Castle,2002,Comedy,,,,,,,,,,,,,,,,
The China Syndrome,1992,Drama,,,,,,,,,,,,,,,,
The Class of '92,2008,Documentary,,,,,,,,,,,,,,,,
The Color of Money,2007,Drama,,,,,,,,,,,,,,,,
The Conjuring,2009,Horror,,,,,,,,,,,,,,,,
The Contender,1995,Drama,,,,,,,,,,,,,,,,
The Conversation,1986,Drama,,,,,,,,,,,,,,,,
The Cove,1997,Documentary,,,,,,,,,,,,,,,,
The Crow,1995,Action,,,,,,,,,,,,,,,,
The Crying Game,1989,Crime,,,,,,,,,,,,,,,,
The Curious Case of Benjamin Button,2017,Drama,,,,,,,,,,,,,,,,
The Dark Knight,1994,Action,,,,,,,,,,,,,,,,
The Dark Knight Rises,2002,Action,,,,,,,,,,,,,,,,
The Dead Zone,1997,Drama,,,,,,,,,,,,,,,,
The Deer Hunter,2006,Drama,,,,,,,,,,,,,,,,
The Departed,2011,Action,,,,,,,,,,,,,,,,
The Descent,2011,Adventure,,,,,,,,,,,,,,,,
The Devil's Advocate,2010,Drama,,,,,,,,,,,,,,,,
The Dirty Dozen,2006,Action,,,,,,,,,,,,,,,,
The Edge of Seventeen,1959,Comedy,,,,,,,,,,,,,,,,
The Elephant Man,1994,Biography,,,,,,,,,,,,,,,,
The Evil Dead,1996,Horror            ,,,,,,,,,,,,,,,,
The Exorcist,1957,Horror            ,,,,,,,,,,,,,,,,
The Fifth Element,2012,Action,,,,,,,,,,,,,,,,
The Fighter,2015,Biography,,,,,,,,,,,,,,,,
The Firm,2015,Drama            ,,,,,,,,,,,,,,,,
The Fisher King,1997,Comedy,,,,,,,,,,,,,,,,
The Fly,1996,Drama,,,,,,,,,,,,,,,,
The Fog of War,2003,Documentary,,,,,,,,,,,,,,,,
The French Connection,2000,Action,,,,,,,,,,,,,,,,
The Fugitive,2008,Action,,,,,,,,,,,,,,,,
The Full Monty,1968,Comedy,,,,,,,,,,,,,,,,
The Funeral,2001,Crime,,,,,,,,,,,,,,,,
The General,1967,Biography,,,,,,,,,,,,,,,,
The Ghost Writer,2010,Crime,,,,,,,,,,,,,,,,
The Girl with the Dragon Tattoo,1996,Crime,,,,,,,,,,,,,,,,
The Godfather,2002,Crime,,,,,,,,,,,,,,,,
The Godfather: Part II,1984,Crime,,,,,,,,,,,,,,,,
The Godfather: Part III,1993,Crime,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",1999,Adventure,,,,,,,,,,,,,,,,
The Goonies,2004,Adventure,,,,,,,,,,,,,,,,
The Graduate,1971,Comedy,,,,,,,,,,,,,,,,
The Grand Budapest Hotel,1999,Adventure,,,,,,,,,,,,,,,,
The Great Escape,1995,Adventure,,,,,,,,,,,,,,,,
The Green Mile,1992,Crime,,,,,,,,,,,,,,,,
The Guard,1992,Comedy,,,,,,,,,,,,,,,,
The Guest,1985,Action,,,,,,,,,,,,,,,,
The Hangover,2010,Comedy            ,,,,,,,,,,,,,,,,
The Hateful Eight,2012,Crime,,,,,,,,,,,,,,,,
The Hobbit: The Desolation of Smaug,2011,Adventure,,,,,,,,,,,,,,,,
The Hudsucker Proxy,2005,Comedy,,,,,,,,,,,,,,,,
The Hunger Games: Catching Fire,1989,Action,,,,,,,,,,,,,,,,
The Hurt Locker,1984,Drama,,,,,,,,,,,,,,,,
The Hustler,1998,Drama,,,,,,,,,,,,,,,,
The Imposter,2010,Documentary,,,,,,,,,,,,,,,,
The Incredibles,2009,Animation,,,,,,,,,,,,,,,,
The Insider,2013,Biography,,,,,,,,,,,,,,,,
The Intouchables,2008,Biography,,,,,,,,,,,,,,,,
The Irishman,1973,Biography,,,,,,,,,,,,,,,,
The Iron Giant,2013,Animation,,,,,,,,,,,,,,,,
The Italian Job,1973,Action,,,,,,,,,,,,,,,,
The Jungle Book,1990,Adventure,,,,,,,,,,,,,,,,
The Jungle Book,1990,Animation,,,,,,,,,,,,,,,,
The Kid Stays in the Picture,1992,Documentary,,,,,,,,,,,,,,,,
The Killer,1979,Action,,,,,,,,,,,,,,,,
The Killing,1999,Crime,,,,,,,,,,,,,,,,
The King of Comedy,2005,Comedy,,,,,,,,,,,,,,,,
The King of Kong: A Fistful of Quarters,2012,Documentary,,,,,,,,,,,,,,,,
The Last King of Scotland,1996,Biography,,,,,,,,,,,,,,,,
The Last of the Mohicans,2016,Action,,,,,,,,,,,,,,,,
The Last Seduction,2005,Crime,,,,,,,,,,,,,,,,
The Last Waltz,1969,Documentary,,,,,,,,,,,,,,,,
The Lego Movie,1966,Animation,,,,,,,,,,,,,,,,
The Life Aquatic with Steve Zissou,2007,Action,,,,,,,,,,,,,,,,
The Limey,2013,Crime,,,,,,,,,,,,,,,,
The Lincoln Lawyer,1990,Crime,,,,,,,,,,,,,,,,
The Lion King,1974,Animation,,,,,,,,,,,,,,,,
The Lives of Others,2007,Drama,,,,,,,,,,,,,,,,
The Lobster,1997,Comedy,,,,,,,,,,,,,,,,
The Long Good Friday,2000,Crime,,,,,,,,,,,,,,,,
The Long Goodbye,2007,Comedy,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,2000,Action,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,2015,Action,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,2005,Action,,,,,,,,,,,,,,,,
The Lost Boys,2003,Comedy,,,,,,,,,,,,,,,,
The Loved Ones,1997,Crime,,,,,,,,,,,,,,,,
The Maltese Falcon,1996,Crime,,,,,,,,,,,,,,,,
The Man Who Wasn't There,2010,Crime,,,,,,,,,,,,,,,,
The Man with Two Brains,2004,Comedy,,,,,,,,,,,,,,,,
The Martian,2014,Adventure,,,,,,,,,,,,,,,,
The Mask,2003,Action,,,,,,,,,,,,,,,,
The Master,1979,Drama            ,,,,,,,,,,,,,,,,
The Matrix,2012,Action,,,,,,,,,,,,,,,,
The Matrix Reloaded,2008,Action,,,,,,,,,,,,,,,,
The Mist,2009,Horror,,,,,,,,,,,,,,,,
The Muppet Christmas Carol,2012,Comedy,,,,,,,,,,,,,,,,
The Muppets,2013,Adventure,,,,,,,,,,,,,,,,
The Naked Gun 2½: The Smell of Fear,2011,Comedy,,,,,,,,,,,,,,,,
The Naked Gun: From the Files of Police Squad!,1991,Comedy,,,,,,,,,,,,,,,,
The Nice Guys,2005,Action,,,,,,,,,,,,,,,,
The Omen,2009,Horror,,,,,,,,,,,,,,,,
The Orphanage,1977,Drama,,,,,,,,,,,,,,,,
The Other Guys,1999,Action,,,,,,,,,,,,,,,,
The Others,1988,Horror,,,,,,,,,,,,,,,,
The People vs. Larry Flynt,1988,Biography,,,,,,,,,,,,,,,,
The Place Beyond the Pines,1995,Crime,,,,,,,,,,,,,,,,
The Player,2015,Comedy,,,,,,,,,,,,,,,,
The Post,1981,Drama            ,,,,,,,,,,,,,,,,
The Prestige,2010,Drama,,,,,,,,,,,,,,,,
The Princess Bride,1989,Adventure,,,,,,,,,,,,,,,,
The Producers,1987,Comedy,,,,,,,,,,,,,,,,
The Proposition,2008,Crime,,,,,,,,,,,,,,,,
The Queen of Versailles,1996,Documentary            ,,,,,,,,,,,,,,,,
The Raid 2,2001,Action,,,,,,,,,,,,,,,,
The Raid: Redemption,2016,Action,,,,,,,,,,,,,,,,
The Revenant,2014,Action,,,,,,,,,,,,,,,,
The Right Stuff,2005,Adventure,,,,,,,,,,,,,,,,
The Ring,2003,Horror,,,,,,,,,,,,,,,,
The Rover,1933,Action,,,,,,,,,,,,,,,,
The Royal Tenenbaums,1980,Comedy,,,,,,,,,,,,,,,,
The Rules of Attraction,2002,Comedy,,,,,,,,,,,,,,,,
The Searchers,1986,Adventure,,,,,,,,,,,,,,,,
The Secret in Their Eyes,2006,Drama,,,,,,,,,,,,,,,,
The Shape of Water,2012,Drama,,,,,,,,,,,,,,,,
The Shawshank Redemption,1996,Drama            ,,,,,,,,,,,,,,,,
The Shining,2007,Drama,,,,,,,,,,,,,,,,
The Silence of the Lambs,1986,Crime,,,,,,,,,,,,,,,,
The Sixth Sense,2011,Drama,,,,,,,,,,,,,,,,
The Skin I Live In,1994,Drama,,,,,,,,,,,,,,,,
The Social Network,2013,Biography,,,,,,,,,,,,,,,,
The Sound of Music,1990,Biography,,,,,,,,,,,,,,,,
The Spectacular Now,1984,Comedy,,,,,,,,,,,,,,,,
The Spy Who Loved Me,2006,Action,,,,,,,,,,,,,,,,
The Squid and the Whale,2006,Comedy,,,,,,,,,,,,,,,,
The Sting,2007,Comedy,,,,,,,,,,,,,,,,
The Sweet Hereafter,1999,Drama            ,,,,,,,,,,,,,,,,
The Taking of Pelham One Two Three,1991,Action,,,,,,,,,,,,,,,,
The Terminator,2002,Action,,,,,,,,,,,,,,,,
The Texas Chain Saw Massacre,2003,Horror            ,,,,,,,,,,,,,,,,
The Thin Blue Line,1976,Documentary,,,,,,,,,,,,,,,,
The Thin Red Line,1989,Drama,,,,,,,,,,,,,,,,
The Thing,2008,Horror,,,,,,,,,,,,,,,,
The Third Man,1985,Film-Noir,,,,,,,,,,,,,,,,
The Thomas Crown Affair,2012,Crime,,,,,,,,,,,,,,,,
The Town,2010,Crime,,,,,,,,,,,,,,,,
The Treasure of the Sierra Madre,1976,Adventure,,,,,,,,,,,,,,,,
The Tree of Life,2007,Drama,,,,,,,,,,,,,,,,
The Truman Show,2001,Comedy,,,,,,,,,,,,,,,,
The Untouchables,1995,Crime,,,,,,,,,,,,,,,,
The Usual Suspects,1977,Crime,,,,,,,,,,,,,,,,
The Vanishing,1974,Mystery,,,,,,,,,,,,,,,,
The Village,1981,Drama,,,,,,,,,,,,,,,,
The Virgin Suicides,1980,Drama,,,,,,,,,,,,,,,,
The Wackness,2005,Comedy,,,,,,,,,,,,,,,,
The Warriors,1969,Action,,,,,,,,,,,,,,,,
The Way of the Gun,2005,Action,,,,,,,,,,,,,,,,
The Wedding Singer,1982,Comedy,,,,,,,,,,,,,,,,
The Wicker Man,1988,Horror,,,,,,,,,,,,,,,,
The Wild Bunch,1971,Action,,,,,,,,,,,,,,,,
The Wind that Shakes the Barley,1999,Drama,,,,,,,,,,,,,,,,
The Wizard of Oz,2001,Adventure,,,,,,,,,,,,,,,,
The Wolf of Wall Street,1948,Biography,,,,,,,,,,,,,,,,
The World Is Not Enough,1956,Action,,,,,,,,,,,,,,,,
The World's End,2003,Comedy,,,,,,,,,,,,,,,,
The Wrestler,2017,Drama,,,,,,,,,,,,,,,,
There Will Be Blood,2002,Drama            ,,,,,,,,,,,,,,,,
There's Something About Mary,2012,Comedy,,,,,,,,,,,,,,,,
Thief,1954,Action,,,,,,,,,,,,,,,,
Things to Do in Denver When You're Dead,2010,Crime,,,,,,,,,,,,,,,,
Thirteen Days,1982,Drama,,,,,,,,,,,,,,,,
This Is England,2011,Crime,,,,,,,,,,,,,,,,
This Is Spinal Tap,1977,Comedy,,,,,,,,,,,,,,,,
This Is the End,1973,Comedy            ,,,,,,,,,,,,,,,,
Thor: Ragnarok,1991,Action,,,,,,,,,,,,,,,,
"Three Billboards Outside Ebbing, Missouri",2011,Comedy,,,,,,,,,,,,,,,,
Three Colors: Blue,2012,Drama,,,,,,,,,,,,,,,,
Three Colors: Red,2004,Drama,,,,,,,,,,,,,,,,
Three Colors: White,2010,Comedy,,,,,,,,,,,,,,,,
Three Days of the Condor,1987,Crime,,,,,,,,,,,,,,,,
Three Identical Strangers,2011,Documentary,,,,,,,,,,,,,,,,
Three Kings,1970,Action,,,,,,,,,,,,,,,,
Time Bandits,1999,Adventure,,,,,,,,,,,,,,,,
Tinker Tailor Soldier Spy,1985,Drama,,,,,,,,,,,,,,,,
Titanic,1976,Drama,,,,,,,,,,,,,,,,
To Kill a Mockingbird,1997,Crime,,,,,,,,,,,,,,,,
To Live and Die in L.A.,2009,Action,,,,,,,,,,,,,,,,
Tombstone,2003,Action,,,,,,,,,,,,,,,,
Tommy,1975,Drama,,,,,,,,,,,,,,,,
Tootsie,1994,Comedy,,,,,,,,,,,,,,,,
Top Five,1998,Comedy,,,,,,,,,,,,,,,,
Top Gun,2007,Action,,,,,,,,,,,,,,,,
Top Secret!,1998,Comedy,,,,,,,,,,,,,,,,
Total Recall,2004,Action,,,,,,,,,,,,,,,,
Touch of Evil,1998,Crime,,,,,,,,,,,,,,,,
Toy Story,2007,Animation,,,,,,,,,,,,,,,,
Toy Story 2,1981,Animation,,,,,,,,,,,,,,,,
Toy Story 3,2015,Animation,,,,,,,,,,,,,,,,
Traffic,2005,Crime,,,,,,,,,,,,,,,,
Training Day,2011,Crime,,,,,,,,,,,,,,,,
Trainspotting,2012,Drama            ,,,,,,,,,,,,,,,,
Trollhunter,2000,Drama,,,,,,,,,,,,,,,,
True Grit,2016,Drama,,,,,,,,,,,,,,,,
True Lies,2012,Action,,,,,,,,,,,,,,,,
True Romance,1999,Crime,,,,,,,,,,,,,,,,
Tucker and Dale vs Evil,2011,Comedy,,,,,,,,,,,,,,,,
Twin Peaks: Fire Walk with Me,2013,Drama,,,,,,,,,,,,,,,,
Unbreakable,1996,Drama,,,,,,,,,,,,,,,,
Uncut Gems,2011,Crime,,,,,,,,,,,,,,,,
Unforgiven,2014,Drama,,,,,,,,,,,,,,,,
United 93,2009,Action,,,,,,,,,,,,,,,,
Up,2008,Animation,,,,,,,,,,,,,,,,
Up in the Air,1954,Comedy,,,,,,,,,,,,,,,,
Us,2016,Horror,,,,,,,,,,,,,,,,
V for Vendetta,1995,Action,,,,,,,,,,,,,,,,
Vertigo,2006,Mystery,,,,,,,,,,,,,,,,
Wag the Dog,1989,Comedy,,,,,,,,,,,,,,,,
Walk the Line,1962,Biography,,,,,,,,,,,,,,,,
Wall Street,2019,Crime,,,,,,,,,,,,,,,,
WALL·E,2004,Animation,,,,,,,,,,,,,,,,
Waltz with Bashir,2014,Documentary,,,,,,,,,,,,,,,,
Wanted,2013,Action,,,,,,,,,,,,,,,,
War of the Worlds,2011,Action,,,,,,,,,,,,,,,,
Watchmen,2013,Action,,,,,,,,,,,,,,,,
Wayne's World,1968,Comedy,,,,,,,,,,,,,,,,
Wayne's World 2,1997,Comedy,,,,,,,,,,,,,,,,
We Need to Talk About Kevin,1995,Drama,,,,,,,,,,,,,,,,
Westworld,2010,Action,,,,,,,,,,,,,,,,
What We Do in the Shadows,1958,Comedy,,,,,,,,,,,,,,,,
When Harry Met Sally...,1985,Comedy,,,,,,,,,,,,,,,,
When We Were Kings,1999,Documentary,,,,,,,,,,,,,,,,
Whiplash,1992,Drama,,,,,,,,,,,,,,,,
White Heat,2008,Action,,,,,,,,,,,,,,,,
White Lightnin',1938,Biography,,,,,,,,,,,,,,,,
Who Framed Roger Rabbit,1996,Animation,,,,,,,,,,,,,,,,
Wild at Heart,1996,Comedy,,,,,,,,,,,,,,,,
Willy Wonka & the Chocolate Factory,2004,Family,,,,,,,,,,,,,,,,
Win Win,1979,Comedy,,,,,,,,,,,,,,,,
Winter's Bone,2009,Drama,,,,,,,,,,,,,,,,
Withnail & I,2011,Comedy,,,,,,,,,,,,,,,,
Witness,1996,Drama,,,,,,,,,,,,,,,,
Witness for the Prosecution,1980,Crime,,,,,,,,,,,,,,,,
Wolf Creek,2012,Horror,,,,,,,,,,,,,,,,
Wonder Boys,1994,Comedy,,,,,,,,,,,,,,,,
X: First Class,1986,Action,,,,,,,,,,,,,,,,
X2: X-Men United,1940,Action,,,,,,,,,,,,,,,,
X-Men,1992,Action,,,,,,,,,,,,,,,,
X-Men: Days of Future Past,1944,Action,,,,,,,,,,,,,,,,
You Only Live Twice,2011,Action,,,,,,,,,,,,,,,,
Young Adult,2005,Comedy,,,,,,,,,,,,,,,,
You're Next,2000,Horror,,,,,,,,,,,,,,,,
Youth in Revolt,2012,Comedy,,,,,,,,,,,,,,,,
Zero Dark Thirty,1984,Drama,,,,,,,,,,,,,,,,
Zodiac,2007,Crime,,,,,,,,,,,,,,,,
Zombieland,1989,Action,,,,,,,,,,,,,,,,
Zoolander,1985,Comedy            ,,,,,,,,,,,,,,,,
